###########################################################
# https://github.com/Hurricane-32/Celeste-pt_PT/tree/main #
###########################################################

# NOTES:
# The # Symbol at the start of a line counts as a Comment. To include in dialog, use a \#
# The . Symbol will cause a pause unless escaped with \. (ex: Mr. Oshiro has a pause, Mr\. Oshiro does not)
# Newlines automatically create a Page Break, unless there is an {n} command on the previous line
# Commands: Anything inside of curly braces {...} is a command and should not be translated.

# Inline Text Commands:
# {~}wavy text{/~}
# {!}impact text{/!}
# {>> x}changes speed at which characters are displayed{>>}
# {# 000000}this text is black{#} (uses HEX color values)
# {+MENU_BEGIN} inserts the dialog from the MENU_BEGIN value (in English, "CLIMB")
# {n} creates a newline, without a page break
# {0.5} creates a 0.5 second pause
# {big}this text is large{/big}

# Gameplay Control Commands (should never change)
# {trigger x} this triggers an in-game event
# {anchor} controls the visual position of the textbox in-game

# Language (id,label)
	LANGUAGE=portuguese,Português Portugal
	ICON=Icons/portugal-portuguese.png
	ORDER=11
### O valor 11 na opção acima faz com que a opção de pt_PT apareça por debaixo da tradução brasileira (10) no menu do jogo.

# Font (Face, Base Size)
# Use BMFONT to generate the .fnt and image files
	FONT=Renogare,64

# Done loading Meta Data
	BEGIN=true

# Auto-Saving
	AUTOSAVING_TITLE_NS=
		Este jogo grava automaticamente
	AUTOSAVING_DESC_NS=
		Não desligues a consola
		quando este ícone for exibido
	AUTOSAVING_TITLE_PS4=
		Este jogo grava automaticamente
	AUTOSAVING_DESC_PS4=
		Não desligues a consola
		quando este ícone for exibido
	AUTOSAVING_TITLE_XB1=
		Este jogo grava automaticamente
	AUTOSAVING_DESC_XB1=
		Não desligues a consola
		quando este ícone for exibido
	AUTOSAVING_TITLE_PC=
		Este jogo grava automaticamente
	AUTOSAVING_DESC_PC=
		Não desligues o computador
		quando este ícone for exibido

# Main Menu
	MENU_DEBUG=		~DEBUG~
		[MADELINE left distracted]
		Ajudou-me mesmo muito e...

		[MADELINE left sadder]
		Tenho tantas saudades suas.

		{trigger 3 granny fades away}
		
		[MADELINE left sadder]
		O que é suposto eu fazer agora?
		Continuar em frente, como se nada tivesse acontecido?

		{silent_trigger 4 fade to white}

		[MADELINE left panic]
		Como se não tivesse ido... embora para sempre?

	CH9_END_CINEMATIC=
		{anchor bottom}

		[WEBCAM_THEO right excited]
		Aqui está ela!

		[WEBCAM_THEO right normal]
		Há tanto tempo que não te via, {# F94A4A}Moranguinha{#}.

		[MADELINE left sad]
		Olá {+THEO}.
		
		[WEBCAM_THEO right normal]
		Passaram séculos!

		[WEBCAM_THEO right thinking]
		Desapareceste do mapa!{n}O que é que te aconteceu?
		
		[MADELINE left sad]
		Pois é, desculpa não ter respondido às tuas mensagens...

		[MADELINE left distracted]
		...ou atendido as tuas chamadas...
		...
		...ou responder aos teus e-mails.

		[MADELINE left sad]
		Eu tive um colapso quando a {+GRANNY} morreu.

		[MADELINE left distracted]
		E depois senti-me estranha em enviar-te mensagens.
		Pensei que talvez estivesses zangado{n}comigo por eu ter desaparecido.

		[MADELINE left sad]
		A partir daí foi sempre a descambar.
		
		[WEBCAM_THEO right thinking]
		Sim sim, eu conheço-te.

		[WEBCAM_THEO right normal]
		Eu logo percebi que o funeral ia{n}atacar a tua ansiedade, fica descansada.

		[WEBCAM_THEO right thinking]
		Para a próxima, {~}pelo menos{/~} diz-me que ainda estás viva.

		[WEBCAM_THEO right normal]
		Sentes-te melhor?
		
		[MADELINE left sad]
		Pois...

		[MADELINE left distracted]
		Estou finalmente a começar a aceitar.

		[MADELINE left sad]
		Da primeira vez que conheci a {+GRANNY},{n}pensei que ela era doida.

		[MADELINE left distracted]
		Mas depois comecei a conhecê-la...

		[MADELINE left upset]
		...e pensei que ela era antipática.

		[MADELINE left sad]
		Mas ela sabia o que eu precisava de ouvir,{n} e ela ajudou-me imenso.

		[MADELINE left sadder]
		Tenho tantas saudades dela.
		
		[WEBCAM_THEO right normal]
		Sim, eu também tenho.

		[WEBCAM_THEO right thinking]
		Eu sinceramente até pensei que fosse viver para sempre.

		[WEBCAM_THEO right excited]
		Ah! Pois é, lembrei-me!{n}Tenho uma coisa para te mostrar.
		
		[MADELINE left normal]
		Hã?
		
		[WEBCAM_THEO right excited]
		Lembras-te quando te disse que o meu avô foi{n} à {+CELESTE_MOUNTAIN} quando era mais novo?

		[WEBCAM_THEO right normal]
		Bem, estava a vasculhar algumas{n}das coisas velhas dele com a {+ALEX}...
		E vê só esta foto que eu encontrei.
     
 		{trigger 0 Shows the photo of Theo's grandpa with Granny at Celeste Mountain.}
 		
 		[MADELINE left surprised]
 		É a {+GRANNY}!? Com o teu avô?

		[MADELINE left normal]
		{+THEO}, isto é fantástico!
		Parece que eram amigos.
		
		[WEBCAM_THEO right excited]
		Tal como nós!

		[WEBCAM_THEO right thinking]
		É mesmo triste que eles já tenham ido.

		[WEBCAM_THEO right normal]
		Mas é bom saber que nós{n}partilhámos a {+MOUNTAIN} com eles.
		
		[MADELINE left normal]
		Pois é...

		[MADELINE left peaceful]
		{>> 0.3}Isso é {~}mesmo{/~} bom.{>>}

# Crystal Hearts

	POEM_FC=	Máquinas sem sentido
	POEM_FCR=	Rasgam o céu

	POEM_OS=	Ressurreições
	POEM_OSR=	Lua negra

	POEM_CR=	Espalhados e perdidos
	POEM_CRR=	Carma bom

	POEM_CS=	Olho da tempestade
	POEM_CSR=	Pena dourada

	POEM_T=		Quieta e caindo
	POEM_TR=	Magia do espelho

	POEM_TF=	Pesada e frágil
	POEM_TFR=	Centro da terra

	POEM_TS=	Aurora rosa
	POEM_TSR=	Chega de fugir

	POEM_MC=	Coração da montanha
	POEM_MCR=	Dizer adeus

	POEM_FW=	Espaço vazio
	
# Wavedash Tutorial
	
	WAVEDASH_DESKTOP_MYPC=			A Minha Montanha
	WAVEDASH_DESKTOP_POWERPOINT=	wavedash.ppt
	WAVEDASH_DESKTOP_RECYCLEBIN=	Reciclagem
	WAVEDASH_DESKTOP_STARTBUTTON=	MorangOS

	WAVEDASH_PAGE1_TITLE=			Wavedashing e Tu
	WAVEDASH_PAGE1_SUBTITLE=		Uma solução prática para apanhar pássaros no espaço.

	WAVEDASH_PAGE2_TITLE=			Não|Consegues|Apanhar|Aquele|Pássaro?
	WAVEDASH_PAGE2_LIST=
		-Facto: Pássaros são difíceis de apanhar{n}
		-Uau. É rápido!{n}
		-Ah, e também consegue voar.{n}
		-E a {+PART_OF_YOU} não te quer ajudar{n}
		-(ela não presta)

	WAVEDASH_PAGE2_IMPOSSIBLE=		IMPOSSÍVEL???
	
	WAVEDASH_PAGE3_TITLE=			Apresentamos... Wavedashing!!
	WAVEDASH_PAGE3_INFO=			Com Wavedashing, podes saltar muito longe{n} e ganhar o dash de volta {~}ao mesmo tempo!{/~}
	WAVEDASH_PAGE3_EASY=			É "fácil!"

	WAVEDASH_PAGE4_TITLE=			Como Se Faz
	WAVEDASH_PAGE4_LIST=
		-Salta{n}
		-Faz um dash na diagonal para o chão{n}
		-Imediatamente salta de novo e segura para a frente{n}
		-{~}Conseguiste!{/~}{n}
		-(és o melhor)
	
	WAVEDASH_PAGE5_TITLE=			Problemas no Paraíso?
	WAVEDASH_PAGE5_INFO1=			{#ff0000}Se não ganhares do dash de volta{#}{n}estás a começar {~}demasiado perto{/~} do chão.
	WAVEDASH_PAGE5_INFO2=			{#ff0000}Se não ganhares muita distância{#}{n}estás a começar {~}demasiado longe{/~} do chão.

	WAVEDASH_PAGE6_TITLE=			Feliz Wavedashing!
